"transaction_counts_id","book_id","times_out","is_indeterminate"
"2605","9970","15","0"
"2606","3937","15","0"
"2607","431","15","0"
"2608","6080","15","0"
"2609","6545","15","0"
"2610","1720","15","0"
"2611","10148","15","0"
"2612","8706","15","0"
"2613","10325","15","0"
"2614","208","15","0"
"2615","1510","15","0"
"2616","3508","15","0"
"2617","418","15","0"
"2618","2190","15","0"
"2619","8207","15","0"
"2620","8740","15","0"
"2621","10247","15","0"
"2622","10391","15","0"
"2623","7853","15","0"
"2624","2673","15","0"
"2625","3669","15","0"
"2626","6036","15","0"
"2627","1788","15","0"
"2628","8483","15","0"
"2629","8886","15","0"
"2630","10024","15","0"
"2631","11498","15","0"
"2632","3479","15","0"
"2633","178","15","0"
"2634","5959","15","0"
"2635","11164","15","0"
"2636","2709","15","0"
"2637","4967","15","0"
"2638","680","15","0"
"2639","1680","15","0"
"2640","8180","14","0"
"2641","8212","14","0"
"2642","10027","14","0"
"2643","4504","14","0"
"2644","3978","14","0"
"2645","7619","14","0"
"2646","7731","14","0"
"2647","3275","14","0"
"2648","4011","14","0"
"2649","297","14","0"
"2650","5610","14","0"
"2651","8425","14","0"
"2652","4762","14","0"
"2653","5899","14","0"
"2654","6348","14","0"
"2655","5179","14","0"
"2656","379","14","0"
"2657","6172","14","0"
"2658","7075","14","0"
"2659","7140","14","0"
"2660","9951","14","0"
"2661","3310","14","0"
"2662","4540","14","0"
"2663","3967","14","0"
"2664","10146","14","0"
"2665","1703","14","0"
"2666","10099","14","0"
"2667","7849","14","0"
"2668","3697","14","0"
"2669","5536","14","0"
"2670","912","14","0"
"2671","6610","14","0"
"2672","8172","14","0"
"2673","7738","14","0"
"2674","124","14","0"
"2675","5488","14","0"
"2676","6065","14","0"
"2677","6161","14","0"
"2678","1003","14","0"
"2679","1445","14","0"
"2680","1525","14","0"
"2681","10693","14","0"
"2682","11590","14","0"
"2683","3151","14","0"
"2684","5330","14","0"
"2685","9958","14","0"
"2686","10023","14","0"
"2687","2874","14","0"
"2688","3494","14","0"
"2689","5124","14","0"
"2690","741","14","0"
"2691","6841","14","0"
"2692","1741","14","0"
"2693","1901","14","0"
"2694","2111","14","0"
"2695","3687","14","0"
"2696","6535","14","0"
"2697","5543","14","0"
"2698","1919","14","0"
"2699","2015","14","0"
"2700","10251","14","0"
"2701","198","14","0"
"2702","872","14","0"
"2703","1728","14","0"
"2704","9627","13","0"
"2705","4344","13","0"
"2706","4696","13","0"
"2707","6282","13","0"
"2708","10141","13","0"
"2709","10653","13","0"
"2710","2375","13","0"
"2711","7991","13","0"
"2712","5049","13","0"
"2713","7330","13","0"
"2714","8715","13","0"
"2715","9437","13","1"
"2716","9805","13","0"
"2717","10318","13","0"
"2718","4442","13","0"
"2719","5386","13","0"
"2720","330","13","0"
"2721","1907","13","0"
"2722","8312","13","0"
"2723","8344","13","1"
"2724","940","13","0"
"2725","8717","13","0"
"2726","4492","13","0"
"2727","3966","13","0"
"2728","9984","13","0"
"2729","4221","13","0"
"2730","3615","13","0"
"2731","2054","13","0"
"2732","7752","13","0"
"2733","7980","13","0"
"2734","7996","13","0"
"2735","3664","13","0"
"2736","3680","13","0"
"2737","6384","13","0"
"2738","1864","13","0"
"2739","8188","13","0"
"2740","10228","13","0"
"2741","10324","13","0"
"2742","2510","13","0"
"2743","7982","13","0"
"2744","432","13","0"
"2745","657","13","0"
"2746","5921","13","0"
"2747","8882","13","1"
"2748","4737","13","0"
"2749","674","13","0"
"2750","10486","13","0"
"2751","2304","13","0"
"2752","7516","13","0"
"2753","5042","13","0"
"2754","5362","13","0"
"2755","174","13","0"
"2756","771","13","0"
"2757","986","13","0"
"2758","6388","13","0"
"2759","7131","13","0"
"2760","2011","13","0"
"2761","2092","13","0"
"2762","7517","13","0"
"2763","4005","13","0"
"2764","1400","13","0"
"2765","7356","13","0"
"2766","8177","13","0"
"2767","8742","13","0"
"2768","10137","13","0"
"2769","3703","13","0"
"2770","4853","13","0"
"2771","1530","13","0"
"2772","6858","13","0"
"2773","6939","13","0"
"2774","7166","13","0"
"2775","8663","13","0"
"2776","7922","13","0"
"2777","4870","13","0"
"2778","5735","13","0"
"2779","6811","13","0"
"2780","3191","13","0"
"2781","4583","13","0"
"2782","5992","13","0"
"2783","2016","13","0"
"2784","7328","13","0"
"2785","8325","12","0"
"2786","11309","12","0"
"2787","6105","12","0"
"2788","3723","12","0"
"2789","3947","12","0"
"2790","7202","12","0"
"2791","9933","12","0"
"2792","7828","12","0"
"2793","5338","12","0"
"2794","1325","12","0"
"2795","6993","12","0"
"2796","2100","12","0"
"2797","10655","12","0"
"2798","8025","12","0"
"2799","5451","12","0"
"2800","3454","12","0"
"2801","87","12","0"
"2802","203","12","0"
"2803","6462","12","0"
"2804","9023","12","0"
"2805","9952","12","0"
"2806","10016","12","0"
"2807","6094","12","0"
"2808","3536","12","0"
"2809","3824","12","0"
"2810","6159","12","0"
"2811","8704","12","0"
"2812","5263","12","0"
"2813","5295","12","0"
"2814","624","12","0"
"2815","1170","12","0"
"2816","8977","12","0"
"2817","9122","12","0"
"2818","5905","12","0"
"2819","8045","12","0"
"2820","7547","12","0"
"2821","3459","12","0"
"2822","5393","12","0"
"2823","353","12","0"
"2824","5634","12","0"
"2825","6547","12","0"
"2826","4162","12","0"
"2827","4258","12","0"
"2828","5490","12","0"
"2829","1835","12","0"
"2830","7355","12","0"
"2831","8175","12","0"
"2832","11128","12","0"
"2833","1302","12","0"
"2834","7372","12","0"
"2835","10584","12","0"
"2836","7822","12","0"
"2837","4468","12","0"
"2838","5524","12","0"
"2839","7004","12","0"
"2840","8225","12","0"
"2841","11674","12","0"
"2842","7519","12","0"
"2843","2739","12","0"
"2844","5253","12","0"
"2845","6006","12","0"
"2846","10714","12","0"
"2847","278","12","0"
"2848","903","12","0"
"2849","7989","12","0"
"2850","3273","12","0"
"2851","5031","12","0"
"2852","6505","12","0"
"2853","1420","12","0"
"2854","8164","11","0"
"2855","9899","11","0"
"2856","3242","11","0"
"2857","4648","11","0"
"2858","9147","11","0"
"2859","4473","11","0"
"2860","3835","11","0"
"2861","5209","11","0"
"2862","8166","11","0"
"2863","3072","11","0"
"2864","5322","11","0"
"2865","5723","11","0"
"2866","5755","11","0"
"2867","8087","11","0"
"2868","9950","11","0"
"2869","10014","11","0"
"2870","6800","11","0"
"2871","1684","11","0"
"2872","5212","11","0"
"2873","220","11","0"
"2874","717","11","0"
"2875","733","11","0"
"2876","765","11","0"
"2877","1058","11","0"
"2878","1797","11","0"
"2879","7461","11","0"
"2880","8974","11","0"
"2881","3887","11","0"
"2882","5037","11","0"
"2883","5213","11","0"
"2884","397","11","0"
"2885","9777","11","0"
"2886","10033","11","0"
"2887","2700","11","0"
"2888","5615","11","0"
"2889","414","11","0"
"2890","687","11","0"
"2891","1719","11","0"
"2892","7319","11","0"
"2893","10147","11","0"
"2894","7673","11","0"
"2895","4543","11","0"
"2896","5311","11","0"
"2897","1330","11","0"
"2898","8415","11","0"
"2899","11685","11","0"
"2900","2302","11","0"
"2901","4880","11","0"
"2902","6081","11","0"
"2903","4993","11","0"
"2904","5521","11","0"
"2905","1348","11","0"
"2906","7466","11","0"
"2907","2528","11","0"
"2908","4226","11","0"
"2909","3476","11","0"
"2910","5971","11","0"
"2911","8320","11","0"
"2912","8482","11","0"
"2913","6148","11","0"
"2914","970","11","0"
"2915","2060","11","0"
"2916","7614","11","0"
"2917","5893","11","0"
"2918","6310","11","0"
"2919","7469","11","0"
"2920","10153","11","0"
"2921","10377","11","0"
"2922","11418","11","0"
"2923","80","11","0"
"2924","5974","11","0"
"2925","6375","11","0"
"2926","2062","11","0"
"2927","7824","11","0"
"2928","8020","11","0"
"2929","5334","11","0"
"2930","2063","11","0"
"2931","7359","11","0"
"2932","8454","11","0"
"2933","9994","11","0"
"2934","3465","11","0"
"2935","3657","11","0"
"2936","3689","11","0"
"2937","8309","10","0"
"2938","9307","10","0"
"2939","10845","10","0"
"2940","2662","10","0"
"2941","3690","10","0"
"2942","4952","10","0"
"2943","3994","10","0"
"2944","199","10","0"
"2945","360","10","0"
"2946","6314","10","0"
"2947","3995","10","0"
"2948","84","10","0"
"2949","5465","10","0"
"2950","5882","10","0"
"2951","6395","10","0"
"2952","8811","10","0"
"2953","10142","10","0"
"2954","10158","10","0"
"2955","11167","10","0"
"2956","150","10","0"
"2957","667","10","0"
"2958","763","10","0"
"2959","1683","10","0"
"2960","10303","10","0"
"2961","7733","10","0"
"2962","6044","10","0"
"2963","6381","10","0"
"2964","1424","10","0"
"2965","1844","10","0"
"2966","8313","10","0"
"2967","8377","10","0"
"2968","7862","10","0"
"2969","4140","10","0"
"2970","3695","10","0"
"2971","5277","10","0"
"2972","2087","10","0"
"2973","3296","10","0"
"2974","5118","10","0"
"2975","1153","10","0"
"2976","6416","10","0"
"2977","1523","10","0"
"2978","1623","10","0"
"2979","8091","10","0"
"2980","10227","10","0"
"2981","3585","10","0"
"2982","3729","10","0"
"2983","5503","10","0"
"2984","784","10","0"
"2985","1122","10","0"
"2986","8044","10","0"
"2987","9715","10","0"
"2988","3794","10","0"
"2989","464","10","0"
"2990","7515","10","0"
"2991","985","10","0"
"2992","8174","10","0"
"2993","8739","10","0"
"2994","10278","10","0"
"2995","7596","10","0"
"2996","5250","10","0"
"2997","5795","10","0"
"2998","6003","10","0"
"2999","6468","10","0"
"3000","1771","10","0"
"3001","2076","10","0"
"3002","10583","10","0"
"3003","2305","10","0"
"3004","1480","10","0"
"3005","1512","10","0"
"3006","6905","10","0"
"3007","1820","10","0"
"3008","7854","10","0"
"3009","5637","10","0"
"3010","597","10","0"
"3011","1885","10","0"
"3012","5157","10","0"
"3013","934","10","0"
"3014","6600","10","0"
"3015","7150","10","0"
"3016","8469","10","0"
"3017","8951","10","0"
"3018","10025","10","0"
"3019","7744","10","0"
"3020","9930","10","0"
"3021","4439","10","0"
"3022","5191","10","0"
"3023","5720","10","0"
"3024","6860","10","0"
"3025","7408","10","0"
"3026","8471","9","0"
"3027","8793","9","0"
"3028","10316","9","0"
"3029","7522","9","0"
"3030","7730","9","0"
"3031","3610","9","0"
"3032","180","9","0"
"3033","713","9","1"
"3034","1389","9","0"
"3035","2115","9","0"
"3036","8326","9","0"
"3037","8650","9","0"
"3038","1954","9","0"
"3039","10286","9","0"
"3040","7992","9","0"
"3041","3244","9","0"
"3042","3580","9","0"
"3043","5194","9","0"
"3044","779","9","0"
"3045","6637","9","0"
"3046","8972","9","0"
"3047","11088","9","0"
"3048","103","9","0"
"3049","668","9","0"
"3050","5996","9","0"
"3051","7348","9","0"
"3052","10031","9","0"
"3053","10737","9","0"
"3054","11169","9","1"
"3055","4204","9","0"
"3056","4508","9","0"
"3057","5565","9","0"
"3058","1941","9","0"
"3059","8378","9","0"
"3060","10289","9","0"
"3061","3455","9","0"
"3062","4925","9","0"
"3063","350","9","0"
"3064","911","9","0"
"3065","1491","9","0"
"3066","6835","9","0"
"3067","1879","9","0"
"3068","1943","9","0"
"3069","11285","9","0"
"3070","2350","9","0"
"3071","3458","9","0"
"3072","3666","9","0"
"3073","2074","9","0"
"3074","9316","9","0"
"3075","10517","9","0"
"3076","3475","9","0"
"3077","3523","9","0"
"3078","3779","9","0"
"3079","6242","9","0"
"3080","1930","9","0"
"3081","8947","9","0"
"3082","9188","9","0"
"3083","3684","9","0"
"3084","5266","9","0"
"3085","402","9","0"
"3086","1447","9","0"
"3087","1979","9","0"
"3088","4851","9","0"
"3089","5219","9","0"
"3090","5395","9","0"
"3091","6389","9","0"
"3092","1692","9","0"
"3093","8096","9","0"
"3094","9959","9","0"
"3095","4292","9","0"
"3096","4660","9","0"
"3097","212","9","0"
"3098","7485","9","0"
"3099","8516","9","0"
"3100","10281","9","0"
"3101","726","9","0"
"3102","9625","9","0"
"3103","3576","9","0"
"3104","8744","9","0"
"3105","7681","9","0"
"3106","4359","9","0"
"3107","4009","9","0"
"3108","5335","9","0"
"3109","115","9","0"
"3110","5495","9","0"
"3111","8825","8","0"
"3112","10284","8","0"
"3113","5480","8","0"
"3114","777","8","0"
"3115","873","8","0"
"3116","6153","8","0"
"3117","1485","8","0"
"3118","6991","8","0"
"3119","1937","8","0"
"3120","2196","8","0"
"3121","11166","8","0"
"3122","3007","8","0"
"3123","117","8","0"
"3124","345","8","0"
"3125","5754","8","0"
"3126","977","8","0"
"3127","7073","8","0"
"3128","2376","8","0"
"3129","3804","8","0"
"3130","4044","8","0"
"3131","5915","8","0"
"3132","8376","8","0"
"3133","9918","8","0"
"3134","10223","8","0"
"3135","10287","8","0"
"3136","10415","8","0"
"3137","7993","8","0"
"3138","3661","8","0"
"3139","5051","8","0"
"3140","5083","8","0"
"3141","5499","8","0"
"3142","6832","8","0"
"3143","7428","8","0"
"3144","8957","8","0"
"3145","10144","8","0"
"3146","10160","8","0"
"3147","10208","8","0"
"3148","10849","8","0"
"3149","3342","8","0"
"3150","4556","8","0"
"3151","348","8","0"
"3152","6398","8","0"
"3153","1669","8","0"
"3154","10257","8","0"
"3155","3439","8","0"
"3156","5181","8","0"
"3157","301","8","0"
"3158","5902","8","0"
"3159","6786","8","0"
"3160","6964","8","0"
"3161","7446","8","0"
"3162","9569","8","0"
"3163","7688","8","0"
"3164","8012","8","0"
"3165","3840","8","0"
"3166","398","8","0"
"3167","6803","8","0"
"3168","1799","8","0"
"3169","1895","8","0"
"3170","8462","8","0"
"3171","9954","8","0"
"3172","10275","8","0"
"3173","7577","8","0"
"3174","3601","8","0"
"3175","155","8","0"
"3176","255","8","0"
"3177","399","8","0"
"3178","415","8","0"
"3179","5760","8","0"
"3180","656","8","0"
"3181","6289","8","0"
"3182","1656","8","0"
"3183","1800","8","0"
"3184","8737","8","0"
"3185","11589","8","0"
"3186","256","8","0"
"3187","400","8","0"
"3188","769","8","0"
"3189","7064","8","0"
"3190","8125","8","0"
"3191","8318","8","0"
"3192","9956","8","0"
"3193","9988","8","0"
"3194","10149","8","0"
"3195","11494","8","0"
"3196","5970","8","0"
"3197","1446","8","0"
"3198","1706","8","0"
"3199","8996","8","0"
"3200","10021","8","0"
"3201","3300","8","0"
"3202","4914","8","0"
"3203","354","8","0"
"3204","627","8","0"
"3205","5891","8","0"
"3206","787","8","0"
"3207","8047","8","0"
"3208","9926","8","0"
"3209","10231","8","0"
"3210","7985","8","0"
"3211","2985","8","0"
"3212","3001","8","0"
"3213","5491","8","0"
"3214","259","8","0"
"3215","6261","8","0"
"3216","6501","8","0"
"3217","8499","8","0"
"3218","9719","8","0"
"3219","2466","8","0"
"3220","3686","8","0"
"3221","645","8","0"
"3222","971","8","0"
"3223","8306","8","0"
"3224","10185","8","0"
"3225","7823","8","0"
"3226","4341","8","0"
"3227","3671","8","0"
"3228","5125","8","0"
"3229","5429","8","0"
"3230","261","8","0"
"3231","341","8","0"
"3232","453","8","0"
"3233","1050","8","0"
"3234","1336","8","0"
"3235","1838","8","0"
"3236","8371","8","0"
"3237","8727","8","0"
"3238","7504","8","0"
"3239","4358","8","0"
"3240","5206","8","0"
"3241","342","8","0"
"3242","759","8","0"
"3243","1983","8","0"
"3244","8372","8","0"
"3245","8808","8","0"
"3246","9129","8","0"
"3247","10139","8","0"
"3248","10764","8","0"
"3249","3529","8","0"
"3250","5431","8","0"
"3251","6088","8","0"
"3252","1072","8","0"
"3253","1888","8","0"
"3254","7602","7","0"
"3255","3498","7","0"
"3256","6733","7","0"
"3257","1761","7","0"
"3258","7409","7","0"
"3259","8794","7","0"
"3260","8810","7","0"
"3261","9964","7","0"
"3262","10846","7","0"
"3263","2503","7","0"
"3264","2810","7","0"
"3265","4185","7","0"
"3266","4873","7","0"
"3267","4969","7","0"
"3268","5129","7","0"
"3269","409","7","0"
"3270","10590","7","0"
"3271","10606","7","0"
"3272","2744","7","0"
"3273","4138","7","0"
"3274","3128","7","0"
"3275","4234","7","0"
"3276","4474","7","0"
"3277","4012","7","0"
"3278","5226","7","0"
"3279","282","7","0"
"3280","651","7","0"
"3281","6605","7","0"
"3282","1747","7","0"
"3283","6961","7","0"
"3284","8668","7","0"
"3285","8009","7","0"
"3286","4347","7","0"
"3287","4587","7","0"
"3288","3629","7","0"
"3289","119","7","0"
"3290","411","7","0"
"3291","844","7","0"
"3292","1620","7","0"
"3293","6848","7","0"
"3294","7156","7","0"
"3295","8361","7","0"
"3296","10304","7","0"
"3297","2362","7","0"
"3298","7978","7","0"
"3299","3710","7","0"
"3300","3790","7","0"
"3301","4892","7","0"
"3302","5452","7","0"
"3303","284","7","0"
"3304","781","7","0"
"3305","1295","7","0"
"3306","7060","7","0"
"3307","8233","7","0"
"3308","5870","7","0"
"3309","766","7","0"
"3310","814","7","0"
"3311","7061","7","0"
"3312","11699","7","0"
"3313","9953","7","0"
"3314","11107","7","0"
"3315","3280","7","0"
"3316","4446","7","0"
"3317","5006","7","0"
"3318","4048","7","0"
"3319","5134","7","0"
"3320","154","7","0"
"3321","5631","7","0"
"3322","1687","7","0"
"3323","7143","7","0"
"3324","7529","7","0"
"3325","7801","7","0"
"3326","7981","7","0"
"3327","3777","7","0"
"3328","4927","7","0"
"3329","5872","7","0"
"3330","5920","7","0"
"3331","1508","7","0"
"3332","6998","7","0"
"3333","7256","7","0"
"3334","8220","7","0"
"3335","8398","7","0"
"3336","8961","7","0"
"3337","10404","7","0"
"3338","11429","7","0"
"3339","4464","7","0"
"3340","3474","7","0"
"3341","3618","7","0"
"3342","5280","7","0"
"3343","320","7","0"
"3344","7000","7","0"
"3345","7385","7","0"
"3346","8738","7","0"
"3347","9876","7","0"
"3348","10758","7","0"
"3349","11686","7","0"
"3350","5185","7","0"
"3351","337","7","0"
"3352","5618","7","0"
"3353","417","7","0"
"3354","6082","7","0"
"3355","2287","7","0"
"3356","8046","7","0"
"3357","8383","7","0"
"3358","2448","7","0"
"3359","2736","7","0"
"3360","4498","7","0"
"3361","5442","7","0"
"3362","5779","7","0"
"3363","611","7","0"
"3364","755","7","0"
"3365","867","7","0"
"3366","1383","7","0"
"3367","7467","7","0"
"3368","10151","7","0"
"3369","7837","7","0"
"3370","3685","7","0"
"3371","5251","7","0"
"3372","6004","7","0"
"3373","1740","7","0"
"3374","1868","7","0"
"3375","7196","7","0"
"3376","8048","7","0"
"3377","9319","7","0"
"3378","4772","7","0"
"3379","4022","7","0"
"3380","340","7","0"
"3381","1709","7","0"
"3382","1725","7","0"
"3383","7133","7","0"
"3384","4437","7","0"
"3385","4997","7","0"
"3386","5317","7","0"
"3387","5990","7","0"
"3388","838","7","0"
"3389","6311","7","0"
"3390","2112","7","0"
"3391","8307","7","0"
"3392","8501","7","0"
"3393","8647","7","0"
"3394","10650","7","0"
"3395","4758","7","0"
"3396","5158","7","0"
"3397","647","7","0"
"3398","6504","7","0"
"3399","6601","7","0"
"3400","1711","7","0"
"3401","2080","7","0"
"3402","7423","7","0"
"3403","10283","7","0"
"3404","7923","7","0"
"3405","295","7","0"
"3406","327","7","0"
"3407","5608","7","0"
"3408","5752","7","0"
"3409","6844","7","0"
"3410","8068","6","0"
"3411","10652","6","0"
"3412","7618","6","0"
"3413","8022","6","0"
"3414","4232","6","0"
"3415","5208","6","0"
"3416","5753","6","0"
"3417","1501","6","0"
"3418","1745","6","0"
"3419","9980","6","0"
"3420","10878","6","0"
"3421","11294","6","0"
"3422","11310","6","0"
"3423","8007","6","0"
"3424","3193","6","0"
"3425","3227","6","0"
"3426","3611","6","0"
"3427","5786","6","0"
"3428","5978","6","0"
"3429","6702","6","0"
"3430","7572","6","0"
"3431","3772","6","0"
"3432","85","6","0"
"3433","5803","6","0"
"3434","6027","6","0"
"3435","8231","6","0"
"3436","9934","6","0"
"3437","9982","6","0"
"3438","7977","6","0"
"3439","5147","6","0"
"3440","135","6","0"
"3441","5612","6","0"
"3442","5900","6","0"
"3443","716","6","0"
"3444","2183","6","0"
"3445","10865","6","0"
"3446","7734","6","0"
"3447","2882","6","0"
"3448","3950","6","0"
"3449","963","6","0"
"3450","6510","6","0"
"3451","4541","6","0"
"3452","5437","6","0"
"3453","670","6","0"
"3454","1426","6","0"
"3455","6770","6","0"
"3456","8234","6","0"
"3457","9857","6","0"
"3458","9985","6","0"
"3459","3504","6","0"
"3460","5182","6","0"
"3461","286","6","0"
"3462","1061","6","0"
"3463","1735","6","0"
"3464","2252","6","0"
"3465","8123","6","0"
"3466","9121","6","0"
"3467","2653","6","0"
"3468","4735","6","0"
"3469","4033","6","0"
"3470","672","6","0"
"3471","768","6","0"
"3472","880","6","0"
"3473","6917","6","0"
"3474","7352","6","0"
"3475","8124","6","0"
"3476","9859","6","0"
"3477","11493","6","0"
"3478","7900","6","0"
"3479","4352","6","0"
"3480","6274","6","0"
"3481","1657","6","0"
"3482","1737","6","0"
"3483","10726","6","0"
"3484","4273","6","0"
"3485","4497","6","0"
"3486","4881","6","0"
"3487","3987","6","0"
"3488","5505","6","0"
"3489","5602","6","0"
"3490","658","6","0"
"3491","6162","6","0"
"3492","6387","6","0"
"3493","1430","6","0"
"3494","1690","6","0"
"3495","6968","6","0"
"3496","1898","6","0"
"3497","9717","6","0"
"3498","10102","6","0"
"3499","10214","6","0"
"3500","4530","6","0"
"3501","5506","6","0"
"3502","5539","6","0"
"3503","1225","6","0"
"3504","7147","6","0"
"3505","9270","6","0"
"3506","10022","6","0"
"3507","10760","6","0"
"3508","403","6","0"
"3509","1676","6","0"
"3510","6970","6","0"
"3511","7132","6","0"
"3512","8305","6","0"
"3513","2386","6","0"
"3514","2954","6","0"
"3515","3622","6","0"
"3516","5925","6","0"
"3517","5989","6","0"
"3518","885","6","0"
"3519","1965","6","0"
"3520","2078","6","0"
"3521","10313","6","0"
"3522","2451","6","0"
"3523","4213","6","0"
"3524","96","6","0"
"3525","309","6","0"
"3526","5798","6","0"
"3527","6038","6","0"
"3528","1280","6","0"
"3529","1450","6","0"
"3530","6778","6","0"
"3531","1822","6","0"
"3532","1982","6","0"
"3533","7310","6","0"
"3534","8387","6","0"
"3535","10138","6","0"
"3536","7728","6","0"
"3537","7988","6","0"
"3538","8004","6","0"
"3539","3544","6","0"
"3540","4630","6","0"
"3541","5302","6","0"
"3542","695","6","0"
"3543","2146","6","0"
"3544","8051","6","0"
"3545","2501","6","0"
"3546","5143","6","0"
"3547","5736","6","0"
"3548","5912","6","0"
"3549","6152","6","0"
"3550","6297","6","0"
"3551","1322","6","0"
"3552","9018","5","0"
"3553","10140","5","0"
"3554","2694","5","0"
"3555","5336","5","0"
"3556","216","5","0"
"3557","5464","5","0"
"3558","232","5","0"
"3559","665","5","0"
"3560","5977","5","0"
"3561","1421","5","0"
"3562","1681","5","0"
"3563","8117","5","0"
"3564","8390","5","0"
"3565","8746","5","0"
"3566","9035","5","0"
"3567","9131","5","0"
"3568","9948","5","0"
"3569","4857","5","0"
"3570","5177","5","0"
"3571","217","5","0"
"3572","5658","5","0"
"3573","5770","5","0"
"3574","6154","5","0"
"3575","6846","5","0"
"3576","1794","5","0"
"3577","1890","5","0"
"3578","2795","5","0"
"3579","4154","5","0"
"3580","3160","5","0"
"3581","3340","5","0"
"3582","4858","5","0"
"3583","5050","5","0"
"3584","5691","5","0"
"3585","5883","5","0"
"3586","5947","5","0"
"3587","6043","5","0"
"3588","6977","5","0"
"3589","8748","5","0"
"3590","9310","5","0"
"3591","4635","5","0"
"3592","202","5","0"
"3593","331","5","0"
"3594","5644","5","0"
"3595","5740","5","0"
"3596","1150","5","0"
"3597","7059","5","0"
"3598","7396","5","0"
"3599","2249","5","0"
"3600","8056","5","0"
"3601","9166","5","0"
"3602","7750","5","0"
"3603","4236","5","0"
"3604","3678","5","0"
"3605","5180","5","0"
"3606","300","5","0"
"3607","6574","5","0"
"3608","1717","5","0"
"3609","8588","5","0"
"3610","8654","5","0"
"3611","8991","5","0"
"3612","9135","5","0"
"3613","10225","5","0"
"3614","11314","5","0"
"3615","7831","5","0"
"3616","4589","5","0"
"3617","4877","5","0"
"3618","5149","5","0"
"3619","5293","5","0"
"3620","253","5","0"
"3621","6591","5","0"
"3622","2120","5","0"
"3623","10995","5","0"
"3624","2492","5","0"
"3625","7768","5","0"
"3626","2668","5","0"
"3627","6965","5","0"
"3628","7062","5","0"
"3629","7078","5","0"
"3630","1975","5","0"
"3631","8059","5","0"
"3632","9938","5","0"
"3633","10611","5","0"
"3634","2349","5","0"
"3635","7593","5","0"
"3636","2477","5","0"
"3637","3077","5","0"
"3638","4495","5","0"
"3639","4591","5","0"
"3640","4719","5","0"
"3641","4767","5","0"
"3642","74","5","0"
"3643","5327","5","0"
"3644","223","5","0"
"3645","1976","5","0"
"3646","8333","5","0"
"3647","10019","5","0"
"3648","10260","5","0"
"3649","4960","5","0"
"3650","5008","5","0"
"3651","3970","5","0"
"3652","5553","5","0"
"3653","336","5","0"
"3654","737","5","0"
"3655","753","5","0"
"3656","6530","5","0"
"3657","1977","5","0"
"3658","10357","5","0"
"3659","3015","5","0"
"3660","3427","5","0"
"3661","5137","5","0"
"3662","5329","5","0"
"3663","5554","5","0"
"3664","5570","5","0"
"3665","818","5","0"
"3666","850","5","0"
"3667","1398","5","0"
"3668","6790","5","0"
"3669","7660","5","0"
"3670","4242","5","0"
"3671","5282","5","0"
"3672","739","5","0"
"3673","6260","5","0"
"3674","1125","5","0"
"3675","8384","5","0"
"3676","8997","5","0"
"3677","9173","5","0"
"3678","9990","5","0"
"3679","11576","5","0"
"3680","7629","5","0"
"3681","4099","5","0"
"3682","3445","5","0"
"3683","4627","5","0"
"3684","4643","5","0"
"3685","5235","5","0"
"3686","5652","5","0"
"3687","5780","5","0"
"3688","5796","5","0"
"3689","5956","5","0"
"3690","1980","5","0"
"3691","9943","5","0"
"3692","10841","5","0"
"3693","2658","5","0"
"3694","2738","5","0"
"3695","5621","5","0"
"3696","6326","5","0"
"3697","1433","5","0"
"3698","8950","5","0"
"3699","9912","5","0"
"3700","10585","5","0"
"3701","3035","5","0"
"3702","4229","5","0"
"3703","4629","5","0"
"3704","4023","5","0"
"3705","5558","5","0"
"3706","646","5","0"
"3707","742","5","0"
"3708","6279","5","0"
"3709","1678","5","0"
"3710","9032","5","0"
"3711","9481","5","0"
"3712","10410","5","0"
"3713","7648","5","0"
"3714","4024","5","0"
"3715","5254","5","0"
"3716","81","5","0"
"3717","727","5","0"
"3718","871","5","0"
"3719","1727","5","0"
"3720","1743","5","0"
"3721","2194","5","0"
"3722","7649","5","0"
"3723","7841","5","0"
"3724","5287","5","0"
"3725","5399","5","0"
"3726","343","5","0"
"3727","760","5","0"
"3728","6521","5","0"
"3729","7280","5","0"
"3730","8052","4","0"
"3731","9050","4","0"
"3732","9130","4","0"
"3733","9259","4","0"
"3734","9579","4","0"
"3735","11005","4","0"
"3736","7506","4","0"
"3737","7650","4","0"
"3738","2502","4","0"
"3739","4440","4","0"
"3740","3850","4","0"
"3741","3882","4","0"
"3742","4026","4","0"
"3743","5192","4","0"
"3744","5288","4","0"
"3745","164","4","0"
"3746","5769","4","0"
"3747","5881","4","0"
"3748","5929","4","0"
"3749","809","4","0"
"3750","6298","4","0"
"3751","1323","4","0"
"3752","8101","4","0"
"3753","9900","4","1"
"3754","10605","4","0"
"3755","11614","4","0"
"3756","7587","4","0"
"3757","7651","4","0"
"3758","2519","4","0"
"3759","7827","4","0"
"3760","7843","4","0"
"3761","4249","4","0"
"3762","3579","4","0"
"3763","3675","4","0"
"3764","4841","4","0"
"3765","5001","4","0"
"3766","5225","4","0"
"3767","842","4","0"
"3768","906","4","0"
"3769","6234","4","0"
"3770","6315","4","0"
"3771","6555","4","0"
"3772","1470","4","0"
"3773","9917","4","0"
"3774","9949","4","0"
"3775","7976","4","0"
"3776","4330","4","0"
"3777","4362","4","0"
"3778","4890","4","0"
"3779","5","4","0"
"3780","5579","4","0"
